mission,id,star_id,label,period_days,duration_hours,depth_ppm,planet_radius_re,stellar_teff_k,stellar_logg_cgs,stellar_radius_rsun,mag_kepler,mag_tess,insolation_earth,eqt_k,snr_like,period_errw,duration_errw,depth_errw,prad_errw,teff_errw,logg_errw,srad_errw,insol_errw,eqt_errw,period_days__missing,duration_hours__missing,depth_ppm__missing,planet_radius_re__missing,stellar_teff_k__missing,stellar_logg_cgs__missing,stellar_radius_rsun__missing,mag_kepler__missing,mag_tess__missing,insolation_earth__missing,eqt_k__missing,snr_like__missing,period_errw__missing,duration_errw__missing,depth_errw__missing,prad_errw__missing,teff_errw__missing,logg_errw__missing,srad_errw__missing,insol_errw__missing,eqt_errw__missing,log_period,log_duration_h,log_depth_ppm,duty_cycle,depth_per_hour,star_multiplicity,depth_ppm__rank_in_star,snr_like__rank_in_star,period_days__rank_in_star,star_depth_mean,star_depth_std,star_depth_cv,depth_over_radii_model,snr_proxy,eqt_over_teff,log_depth_over_radii_model,log_snr_proxy
TESS,K2-253:K2-253 b,K2-253,Planet,4.00357732994,0.0,0.0,12.96278785,5318.0,4.33106,1.08492,0.0,0.0,365.8185,1115.41,0.0,0.00177595508,0.0,0.0,3.881141,244.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1.6101531225983252,9.999995000003334e-07,9.999999995e-10,1.04073590274054e-08,0.001,2,1.5,1.5,2.0,0.0,0.0,0.0,8.33406743659562e-14,0.0,0.2097423843550207,9.999999995e-10,9.999999995e-10
K2,EPIC 220434612:EPIC 220434612.01,EPIC 220434612,Candidate,2.010607,0.0,0.0,1.28,3806.0,4.641,0.618,0.0,0.0,0.0,0.0,0.0,0.000603,0.0,0.0,0.139,276.0,0.072,0.038,0.0,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.10214171955948,9.999995000003334e-07,9.999999995e-10,2.072342664014732e-08,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,2.7734185588531647e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
K2,219485050,219485050,Candidate,3.5908038,3.027,6690.0,9.85407,5657.0,4.3,1.18,0.0,12.8377,462.467,1291.0,0.0,2.02e-05,0.286,4.38678,1.199242,286.8,0.18,0.14,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5240551285664752,1.393021681869317,8.808518618782816,0.0351244476236769,2210.109018830525,1,1.0,1.0,1.0,6690.0,0.0,0.0,1.141345820527461,1525.0365872006346,0.2282128336574156,0.7614345194634546,7.330429187442067
K2,EPIC 210777017:EPIC 210777017.01,EPIC 210777017,Candidate,11.376,0.0,0.0,2.03,0.0,0.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.54,0.0,0.0,0.122,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2.515759113270765,9.999995000003334e-07,9.999999995e-10,3.6626816690107828e-09,0.001,2,1.5,1.5,1.0,0.0,0.0,0.0,1.167832512824115e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
K2,EPIC 251356953:EPIC 251356953.01,EPIC 251356953,False Positive,5.21459,0.0,0.0,0.0,5457.16,4.41909,0.996212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.8268997533577944,9.999995000003334e-07,9.999999995e-10,7.990401290737463e-09,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,11.807608474692872,0.0,0.0,2.5500394064180645,9.999999995e-10
K2,EPIC 247164043:EPIC 247164043.01,EPIC 247164043,Candidate,5.228352,0.0,0.0,2.282,6265.0,4.223,1.272,0.0,0.0,0.0,0.0,0.0,0.00051,0.0,0.0,0.249,276.0,0.3,0.133,0.0,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.8291117713213088,9.999995000003334e-07,9.999999995e-10,7.969369060588626e-09,0.001,2,1.5,1.5,1.0,0.0,0.0,0.0,3.696590550209195e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
K2,262435954,262435954,Candidate,2.6473916,2.8595222,568.2994163,2.737769,5748.0,4.34,1.1287,0.0,10.6827,871.0969851,1385.5952225,0.0,0.0016966,1.6657208,130.515412,6.032836,262.8,0.16,0.1123618,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2940122819875792,1.3505433934316482,6.3444065106622896,0.0450053397213065,198.73929158514665,1,1.0,1.0,1.0,568.2994163,0.0,0.0,1.1492091186028082,4.3542705615487005,0.2410569280619346,0.7650999226528495,1.6778944782906502
TESS,356990855,356990855,Candidate,0.5894678,0.631,1020.0,8.96055,5946.0,3.72,2.39,0.0,11.4217,1143.23,1619.0,0.0,0.0001372,0.398,33.5212,2.4032,655.2,0.2,0.28,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4633992432207761,0.4891933236388768,6.928537818164665,0.0446023797511359,1616.4817749603803,1,1.0,1.0,1.0,1020.0,0.0,0.0,0.8633463257665317,30.428504946123645,0.2722838883282879,0.6223739711578797,3.4477152819442
Kepler,5210475,5210475,False Positive,1.008917105,1.4577,338.5,1.51,5708.0,4.578,0.795,15.36,0.0,1698.88,1636.0,34.2,4.252e-06,0.1046,23.2,0.49,378.0,0.2,0.26,1749.22,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6975958231597031,0.8992259532475628,5.827473946998751,0.0602006841781119,232.21513342937504,1,1.0,1.0,1.0,338.5,0.0,0.0,1.1163424570261442,14.590517241379311,0.2866152768044849,0.7496893425958738,2.746662860285788
TESS,K2-58:K2-58 c,K2-58,Planet,2.53712,0.0,0.0,1.71,0.0,0.0,0.837,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.55,0.0,0.0,0.052,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.2633128367046618,9.999995000003334e-07,9.999999995e-10,1.6422820626011647e-08,0.001,13,7.0,7.0,3.0,0.0,0.0,0.0,2.850474116028366e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
TESS,460396820,460396820,Planet,2.3409909,2.5,12040.0,15.4992,6090.0,4.23,1.35,0.0,11.0062,934.465,1540.0,0.0,0.0006376,0.23,7.11024,1.465892,213.4,0.16,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2062674396355015,1.252762968495368,9.39607277189222,0.0444968268209272,4816.0,1,1.0,1.0,1.0,12040.0,0.0,0.0,1.0867605518233043,1693.3324332230698,0.2528735632183908,0.7356128883183155,7.435044097531201
TESS,366298702,366298702,Candidate,5.2782582,3.379,2000.0,5.6755,5647.0,4.22,1.29,0.0,12.2989,320.994,1179.0,0.0,0.0001142,0.988,9.34292,0.85352,250.4,0.16,0.14,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8370925853217293,1.4768203878192614,7.601402334583733,0.0266738877356675,591.8910920390648,1,1.0,1.0,1.0,2000.0,0.0,0.0,1.2293047698775583,214.06583808916272,0.2087834248273419,0.8016897744772863,5.3709442049212885
TESS,304690618,304690618,Candidate,6.8672313,2.858,732.0,2.31017,5564.0,4.51,0.91,0.0,10.1763,123.542,928.0,0.0,6.02e-05,0.76,101.1282,0.324084,260.0,0.16,0.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.062706196211451,1.3501489144835377,6.597145701886651,0.0173408071071282,256.12316305108465,2,2.0,1.5,1.0,869.5,194.45436482630052,0.2236392924971829,1.3513392546681244,7.238337081051576,0.1667864845434939,0.8549850614306961,2.1087985130028977
K2,271747067,271747067,Candidate,2.8976822,1.973,7602.0,20.1303,7006.0,4.01,2.03,0.0,13.1987,731.624,1448.0,0.0,1.1e-05,0.452,985.548,0.0,258.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3603820687724753,1.0895715440159606,8.936298185228436,0.0283703759278133,3853.015712113533,1,1.0,1.0,1.0,7602.0,0.0,0.0,0.9197670627086983,7.713475142763213,0.2066799885812161,0.6522038571737547,2.1648706943874827
TESS,154618248,154618248,Candidate,8.7709021,0.926,1107.0,12.5053,6208.0,4.438,1.46,0.0,8.5509,102.621,886.0,0.0,1.94e-05,0.708,7200.66,7.45962,234.0,0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.279408795466714,0.6554453133759338,7.010311867307229,0.0043990153912826,1195.4643628509718,1,1.0,1.0,1.0,1107.0,0.0,0.0,0.1795244104807092,0.1537359075418086,0.1427190721649484,0.1651113152688294,0.1430052922786881
TESS,76228620,76228620,Candidate,9.7800223,4.245,4340.0,9.06075,6113.0,4.25,1.33,0.0,11.2723,187.783,1031.0,0.0,6.62e-05,0.752,5.28924,0.97968,260.6,0.16,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.377694634124352,1.6572752418482606,8.375860015299594,0.018085337085581,1022.379269729093,1,1.0,1.0,1.0,4340.0,0.0,0.0,1.1125591824696512,820.5337628846488,0.168656960575822,0.7479000952270178,6.711173035701128
Kepler,12647110,12647110,False Positive,462.463589,5.007,1024.3,8.92,5059.0,3.466,2.799,13.993,0.0,3.78,355.0,13.2,0.013906,0.648,175.4,11.52,239.0,1.4089999999999998,3.614,10.12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.138727825285872,1.7929254558680243,6.932740531676045,0.0004511165959056,204.57359696425004,1,1.0,1.0,1.0,1024.3,0.0,0.0,1.1999459034310096,5.839794754846066,0.0701719707452065,0.788432770712406,1.9227577245828
TESS,154867950,154867950,False Positive,0.6664948,1.38,260.0,3.217,5329.0,3.8,1.99,0.0,8.68013,2681.48,2004.0,0.0,3.2e-06,0.286,0.563752,0.4333,262.2,0.16,0.22,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5107224984487579,0.8671004876833833,5.564520407322694,0.0862722409837256,188.40579710144928,1,1.0,1.0,1.0,260.0,0.0,0.0,1.1836840224958711,461.195703075111,0.3760555451304184,0.7810133690713561,6.13598840111838
Kepler,3554031,3554031,Candidate,8.70798309,2.4904,1419.6,2.01,4362.0,4.722,0.554,15.842,0.0,20.59,543.0,28.1,5.854e-05,0.161,107.2,0.21,165.0,0.063,0.059,7.79,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2729485460004564,1.2500163428272628,7.25883459656371,0.0119162687380306,570.0289110183103,3,1.0,1.0,2.0,930.3666666666668,450.8935609801201,0.484640709018079,1.28307431672687,13.242537313432834,0.124484181568088,0.8255229192416177,2.656233072234373
TESS,21119973,21119973,Candidate,1.7109175,1.625,9710.0,7.44992,4686.8,0.0,0.72,0.0,13.032,324.161,1182.0,0.0,7.2e-06,0.41,12.55988,1.333382,403.4,0.0,0.12,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9972871384784142,0.965080896043587,9.181014542594356,0.0395742829992289,5975.384615384615,1,1.0,1.0,1.0,9710.0,0.0,0.0,1.0790446379514045,773.0965582473718,0.2521976615174532,0.7319084795214762,6.651696618066397
Kepler,3847907,3847907,Candidate,3.573202801,2.88,2975.0,5.81,5646.0,4.37,1.08,14.72,0.0,507.91,1210.0,362.1,1.8e-06,0.0228,19.4,2.54,420.0,0.32,0.472,645.51,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5202137911669036,1.355835153635182,7.998335395952982,0.0335833163363738,1032.986111111111,1,1.0,1.0,1.0,2975.0,0.0,0.0,1.2230398922171417,153.35051546391753,0.214311016648955,0.7988755800379338,5.039226090520937
Kepler,9529294,9529294,False Positive,2.51690133,2.521,59.6,0.97,5403.0,4.201,1.284,14.587,0.0,986.6,1430.0,10.0,5.852e-05,0.498,13.8,0.56,311.0,0.47,0.744,1403.86,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2575802979376438,1.2587450401729154,4.104294893075269,0.0417345191146872,23.64141213804046,1,1.0,1.0,1.0,59.6,0.0,0.0,1.2424852597706506,4.318840579710145,0.2646677771608365,0.8075847418057553,1.6712553434573107
TESS,167719618,167719618,Candidate,710.6982018,7.1450196,691.3914728,2.0928405,5334.0,4.6001,0.796254,0.0,9.0803,0.8364817,243.9123864,0.0,0.003786,1.0314596,141.04054,1.321608,368.0,0.540968,0.0867436,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.567653947675646,2.097406648435398,6.540151507801609,0.0004188967261292,96.76551101413352,1,1.0,1.0,1.0,691.3914728,0.0,0.0,1.1907303337564212,4.9020761888744895,0.0457278564679415,0.7842349739679274,1.775304185430055
K2,EPIC 211972086:EPIC 211972086.01,EPIC 211972086,False Positive,6.0162,0.0,0.0,0.0,3249.0,4.82637,0.400314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.009562,0.025942,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.9482217609349657,9.999995000003334e-07,9.999999995e-10,6.925744933125007e-09,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,1.906601647745716,0.0,0.0,1.0669845801077686,9.999999995e-10
Kepler,6307537,6307537,False Positive,29.74454668,23.2842,66894.0,20.06,4889.0,4.569,0.788,11.753,0.0,10.1,455.0,765.0,5.394e-05,0.1074,206.0,3.16,355.0,0.09,0.124,6.19,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.425712634785429,3.1898259331097463,11.11087950490772,0.0326169032070789,2872.935295178705,1,1.0,1.0,1.0,66894.0,0.0,0.0,1.2281068393370322,324.7281553398058,0.0930660666803027,0.8011522739391307,5.786063154170192
TESS,317134140,317134140,Candidate,6.3951381,4.047,510.0,2.10043,5563.0,4.45,0.98,0.0,10.667,323.891,1181.0,0.0,0.0002678,1.564,3.64802,0.359902,247.2,0.16,0.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0008227707686483,1.6187940073581253,6.236369590203704,0.0263676870402532,126.01927353595256,1,1.0,1.0,1.0,510.0,0.0,0.0,1.3208828723540114,139.8018651213535,0.2122955239978428,0.8419476617164833,4.947353690236729
Kepler,7877818,7877818,False Positive,9.44942628,6.3064,1211.9,75.22,5092.0,3.689,2.664,13.819,0.0,476.13,1192.0,81.1,4.168e-05,0.182,34.4,79.38,305.0,1.131,2.811,974.48,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3465470754682745,1.988750676395332,7.100769465314835,0.0278076847080991,192.16985919066343,1,1.0,1.0,1.0,1211.9,0.0,0.0,0.0180853523680059,35.2296511627907,0.2340926944226237,0.0179237578042627,3.589877876452978
Kepler,1721157,1721157,Candidate,3.44928111,1.424,237.0,1.23,5119.0,4.591,0.781,15.144,0.0,206.55,966.0,9.7,4.244e-05,0.328,58.4,0.25,293.0,0.1139999999999999,0.158,138.07,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4927425348132075,0.885419068207068,5.472270673671475,0.01720165200839,166.43258426966293,1,1.0,1.0,1.0,237.0,0.0,0.0,1.1368380405326912,4.058219178082192,0.1887087321742528,0.7593271852256721,1.621014480263098
TESS,30853470,30853470,Candidate,5.2702557,2.0186676,511.6141762,1.6776468,4662.0,4.56787,0.693074,0.0,11.3042,70.6617951,739.4620938,0.0,2.4e-05,0.609686,69.24164,1.6194952,348.0,0.4,0.1609146,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.835817135312489,1.1048155419799488,6.239523469029422,0.0159595956606052,253.44151568093724,1,1.0,1.0,1.0,511.6141762,0.0,0.0,1.038865023471502,7.388822335808337,0.1586147777348777,0.7123932919865095,2.1269001454074887
Kepler,11192141,11192141,False Positive,1.353771892,7.012,1349.1,430.99,4283.0,2.012,15.76,10.523,0.0,136609.48,4903.0,76.7,7.502e-06,0.424,46.6,184.72,137.0,0.249,6.756,152388.28999999998,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8560191018487866,2.080940417803572,7.2079339427632,0.21581676233138,192.3987450085568,1,1.0,1.0,1.0,1349.1,0.0,0.0,0.0214625138236631,28.95064377682403,1.1447583469530702,0.0212354374153612,3.3995508193829984
K2,EPIC 210559259:EPIC 210559259.01,EPIC 210559259,Candidate,14.27669647,0.0,0.0,0.0,5160.0,4.6871,0.701437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.69,0.17323,0.084573,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2.7263285607565404,9.999995000003334e-07,9.999999995e-10,2.918508966988402e-09,0.001,3,2.0,2.0,3.0,0.0,0.0,0.0,5.85377125728358,0.0,0.0,1.924799049286457,9.999999995e-10
Kepler,4909707,4909707,False Positive,2.302365255,23.88,62160.0,63.06,5948.0,4.269,1.229,10.691,0.0,1429.81,1568.0,468.4,6.012e-06,5.0,478.0,30.94,410.0,0.36,0.603,1891.94,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.194638955673561,3.2140642678709788,11.037483072428214,0.4321642701301101,2603.0150753768844,1,1.0,1.0,1.0,62160.0,0.0,0.0,0.280908735796,130.0418410041841,0.2636180228648285,0.2475697758769776,4.8755166691833
TESS,K2-74:K2-74 b,K2-74,Planet,19.5666,0.0,0.0,2.31,6060.0,4.444,0.98,0.0,0.0,59.1,0.0,0.0,0.0066,0.0,0.0,0.38,172.0,0.116,0.12,16.2,0.0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,3.023668400746893,9.999995000003334e-07,9.999999995e-10,2.1294791464366144e-09,0.001,4,2.5,2.5,3.0,0.0,0.0,0.0,2.1413447751111106e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
TESS,K2-183:K2-183 b,K2-183,Planet,0.469287,0.0,0.0,1.46,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.0,3.1e-05,0.0,0.0,0.32,0.0,0.0,0.0409999999999999,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.3847772491099924,9.999995000003334e-07,9.999999995e-10,8.878717430200853e-08,0.001,15,8.0,8.0,3.0,0.0,0.0,0.0,5.4043428382692146e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
TESS,K2-270:K2-270 b,K2-270,Planet,1.543452,0.0,0.0,1.3,0.0,0.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0001799999999999,0.0,0.0,0.35,0.0,0.0,0.108,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.9335222134690354,9.999995000003334e-07,9.999999995e-10,2.699576447253732e-08,0.001,9,5.0,5.0,3.0,0.0,0.0,0.0,3.803175617242367e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
TESS,51024887,51024887,False Positive,8.2491871,4.9807847,117724.0282614,8.0476984,2990.0,5.13581,0.165066,0.0,14.9885,1.1552603,264.4172054,0.0,0.006399,0.6884172,22202.996,71.506164,316.0,0.0762608,0.0100478,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.224535666581484,1.7885517800896389,11.676106915174586,0.0251579571802091,23635.638830443724,1,1.0,1.0,1.0,117724.0282614,0.0,0.0,0.5892443012610109,5.302168601994073,0.0884338479598662,0.4632586210239633,1.8408937967052428
TESS,124029677,124029677,Planet,20.9108406,4.478,5936.0,11.3547,6408.0,4.27,1.38,0.0,11.215,49.5559,739.0,0.0,0.0001338,0.486,3.93186,1.090728,251.2,0.18,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.08698151891432,1.7007400708408864,8.688959234270676,0.0089228040566352,1325.591782045556,1,1.0,1.0,1.0,5936.0,0.0,0.0,1.0431797378259262,1509.718046929443,0.1153245942571785,0.7145072893645876,7.320340344549314
Kepler,7303253,7303253,Candidate,23.58917143,5.073,1200.7,3.16,4919.0,4.566,0.721,15.316,0.0,13.34,487.0,53.3,0.00011572,0.65,54.8,0.63,292.0,0.12,0.144,8.51,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.202306160255762,1.8038527169154384,7.091492499917254,0.0089606792941942,236.68440764833431,1,1.0,1.0,1.0,1200.7,0.0,0.0,0.7436854442198808,21.910583941605843,0.0990038625736938,0.5560009446663252,3.13159898464367
K2,EPIC 228737155:EPIC 228737155.01,EPIC 228737155,Candidate,25.988289,0.0,0.0,316.73370059,4382.0,2.07,15.95329,0.0,0.0,0.0,0.0,0.0,0.022453,0.0,0.0,549.44113667,100.0,0.2,3.4191900000000004,0.0,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3.2954030311708644,9.999995000003334e-07,9.999999995e-10,1.6032862596943827e-09,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,3.0183554100806637e-14,0.0,0.0,9.999999995e-10,9.999999995e-10
TESS,360221713,360221713,Candidate,3.1062522,4.824,3680.0,12.6882,5369.0,3.75,2.13,0.0,12.782,1415.95,1708.0,0.0,7.52e-05,1.152,13.88102,1.932684,254.4,0.16,0.24,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4125107390192857,1.7619873108943849,8.210939733379021,0.0647082036674291,762.8524046434494,1,1.0,1.0,1.0,3680.0,0.0,0.0,1.2338586234291646,265.1102008353853,0.318122555410691,0.8037304145930855,5.583910511842598
K2,EPIC 201619647:EPIC 201619647.01,EPIC 201619647,Candidate,4.58328,0.0,0.0,2.21,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.00067,0.0,0.0,0.65,0.0,0.0,0.11,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.7197764173185368,9.999995000003334e-07,9.999999995e-10,9.091014877264026e-09,0.001,2,1.5,1.5,2.0,0.0,0.0,0.0,7.235471941230527e-13,0.0,0.0,9.999999995e-10,9.999999995e-10
Kepler,3859151,3859151,False Positive,25.95633,26.34,158.2,9.75,6139.0,4.53,0.881,14.876,0.0,34.42,618.0,11.9,0.004514,10.6,34.0,3.56,367.0,0.242,0.322,37.44,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.294218149181465,3.308350831295804,5.0701612734102826,0.0422825568945995,6.006074411541381,1,1.0,1.0,1.0,158.2,0.0,0.0,0.0153676503622504,4.652941176470588,0.1006678612151816,0.0152507640146371,1.7321759719200307
TESS,138819293,138819293,Planet,2.6438856,0.9689289,6404.7051471,3.812114,3456.0,4.8,0.425432,0.0,8.40346,29.4322068,594.0533593,0.0,6.32e-05,0.0297588,128.892868,0.2378396,314.0,0.0,0.0250374,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2930505848324598,0.677489689304662,8.764944301495063,0.0152699638365593,6610.087847622256,1,1.0,1.0,1.0,6404.7051471,0.0,0.0,0.9490434476918188,49.69014381074987,0.1718904396122685,0.6673387125765021,3.9257314895437534
Kepler,6119921,6119921,False Positive,245.01902,8.56,375.9,1.98,6167.0,4.451,1.01,14.881,0.0,2.17,310.0,10.1,0.03352,3.8,121.2,1.08,364.0,0.355,0.551,3.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.505408850016723,2.25758772706331,5.93197990027309,0.001455669305455,43.91355140186916,1,1.0,1.0,1.0,375.9,0.0,0.0,1.1637055330692296,3.101485148514852,0.0502675531052375,0.7718222764336691,1.4113491394654127
Kepler,2161949,2161949,Candidate,4.78113942,2.733,105.8,1.14,5683.0,4.326,1.115,14.595,0.0,386.46,1130.0,9.6,0.00012074,0.594,25.6,0.53,308.0,0.357,0.517,472.86,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7546007947443167,1.3172121999324469,4.670957926526095,0.023817544312481,38.712038053421146,2,2.0,1.0,1.0,119.65,19.586857838867363,0.1637012773829282,1.204159749523878,4.1328125,0.1988386415625549,0.7903463702991547,1.6356537545649934
TESS,K2-273:K2-273 b,K2-273,Planet,11.71571445,0.0,0.0,0.0,5051.83,4.48518,0.86968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.85,0.168447,0.104472,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2.5428385868354235,9.999995000003334e-07,9.999999995e-10,3.556476802545035e-09,0.001,8,4.5,4.5,1.0,0.0,0.0,0.0,8.99865024028748,0.0,0.0,2.3024501079127173,9.999999995e-10
TESS,346673534,346673534,Candidate,15.634183,2.888,12980.0,11.238,5725.0,4.49,0.96,0.0,12.8934,23.2536,611.0,0.0,0.0003096,0.548,27.7604,1.349124,263.8,0.16,0.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8114597949490427,1.3578948865981926,9.471242028892997,0.0076968098258369,4494.459833795014,1,1.0,1.0,1.0,12980.0,0.0,0.0,1.126931476829811,467.5725133643608,0.1067248908296943,0.754680319822247,6.149690867427064
TESS,456260074,456260074,Candidate,15.5739143,2.4269262,779.9193691,2.5864246,4813.0,4.57884,0.751037,0.0,9.0449,21.461443,548.952136,0.0,0.0041584,0.6825124,205.12338,0.670876,251.884,0.1880214,0.1057538,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.807830031664116,1.2316637077904444,6.660471903921021,0.0064930320696576,321.36097467652706,2,2.0,1.5,1.0,1234.7595479,643.2411495711635,0.5209444629645884,0.7824041300713793,3.802196361526414,0.1140561263245377,0.5779630878887286,1.5690733885761865
Kepler,9785921,9785921,Candidate,26.7575866,5.858,455.3,2.28,6215.0,4.44,1.052,15.42,0.0,44.86,660.0,17.7,0.0005884,0.556,59.6,1.0,453.0,0.273,0.465,58.93,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.323509193818928,1.9254158540407285,6.123150487933357,0.0091220234837372,77.72277227722773,2,2.0,1.0,1.0,470.4500000000001,21.42533546995242,0.0455422158995693,1.1532350742295452,7.639261744966443,0.1061946902654867,0.7669713969225177,2.156317132980792
TESS,K2-32:K2-32 b,K2-32,Planet,8.992,0.0,0.0,5.299,5271.0,4.49,0.86,0.0,0.0,0.0,837.0,0.0,0.00016,0.0,0.0,0.382,74.0,0.06,0.04,0.0,27.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,2.3017847728232765,9.999995000003334e-07,9.999999995e-10,4.6337485172004735e-09,0.001,35,18.0,18.0,9.0,0.0,0.0,0.0,3.133772534795027e-13,0.0,0.1587933978372225,9.999999995e-10,9.999999995e-10
