pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-398 c,K2-398,1,CONFIRMED,Christiansen et al. 2022,1,2,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,18.787839,0.000877,-0.000993,0,,,,,5.098,0.154,-0.146,0,0.45481388,0.01373898,-0.01302527,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5946,20,-20,0,1.239,0.032,-0.03,0,0.945,0.09,-0.083,0,-0.257,0.019,-0.019,0,[Fe/H],4.227,0.034,-0.034,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h46m56.39s,161.7349738,+01d56m12.14s,1.9367044,606.992,13.07,-12.539,13.287,0.149,-0.149,11.717,0.021,-0.021,13.0091,0.000439,-0.000439,3/16/2022,2022-03,3/16/2022
K2-399 b,K2-399,0,REFUTED,Lillo-Box et al. 2024,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,0.759978,0.00001,-0.00001,0,,,,,6.049,1.047,-0.481,0,0.53965656,0.09340724,-0.04291202,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F9,5690,38,-38,0,1.541,0.048,-0.047,0,0.783,0.131,-0.114,0,0.252,0.036,-0.036,0,[Fe/H],3.956,0.063,-0.063,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h32m17.63s,158.0734448,+02d14m16.24s,2.2378452,515.491,12.347,-11.793,12.478,0.092,-0.092,10.93,0.023,-0.023,12.3147,0.000256,-0.000256,11/19/2021,2021-12,11/19/2021
K2-399 b,K2-399,0,REFUTED,Lillo-Box et al. 2024,1,0,Transit,2022,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.760019018,9.61742E-06,-9.61742E-06,0,,,,,7.29025894,5.471068,-5.471068,0,0.65039446,0.48809683,-0.48809683,0,,,,,,,,,,,,,,9667.9228,,,0,2529.02,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5690.2,141.2,-141.2,0,1.65999,0.100274,-0.100274,0,,,,,,,,,,4,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h32m17.63s,158.0734448,+02d14m16.24s,2.2378452,515.491,12.347,-11.793,12.478,0.092,-0.092,10.93,0.023,-0.023,12.3147,0.000256,-0.000256,9/25/2025,2017-07,9/16/2024
K2-399 b,K2-399,1,REFUTED,Lillo-Box et al. 2024,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,0.759978,0.00001,-0.00001,0,,,,,6.049,1.047,-0.481,0,0.53965656,0.09340724,-0.04291202,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5690,38,-38,0,1.541,0.048,-0.047,0,0.783,0.131,-0.114,0,0.252,0.036,-0.036,0,[Fe/H],3.956,0.063,-0.063,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h32m17.63s,158.0734448,+02d14m16.24s,2.2378452,515.491,12.347,-11.793,12.478,0.092,-0.092,10.93,0.023,-0.023,12.3147,0.000256,-0.000256,3/16/2022,2022-03,3/16/2022
K2-4 b,K2-4,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,10.00361,,,0,,,,,2.57,,,0,0.22928004,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4077,,,0,0.62,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h38m58.93s,174.7455392,-03d54m20.07s,-3.9055746,231.828,2.129,-2.091,14.855,0.114,-0.114,11.571,0.023,-0.023,14.3403,0.000425,-0.000425,12/5/2015,2016-01,12/5/2015
K2-4 b,K2-4,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.0051,0.00044,-0.00043,0,,,,,2.29,0.36,-0.28,0,0.204,0.032,-0.025,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.572,0.085,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h38m58.93s,174.7455392,-03d54m20.07s,-3.9055746,231.828,2.129,-2.091,14.855,0.114,-0.114,11.571,0.023,-0.023,14.3403,0.000425,-0.000425,9/5/2019,2019-09,9/5/2019
K2-4 b,K2-4,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,10.00329,0.00159,-0.00159,0,0.0777,0.0012,-0.0012,0,2.37,0.4,-0.4,0,0.21143724,0.03568561,-0.03568561,0,,,,,,,,,,,,,,,,,,563,11,-11,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,4197,45,-43,0,0.6,0.02,-0.02,0,0.63,0.03,-0.03,0,-0.12,0.1,-0.12,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h38m58.93s,174.7455392,-03d54m20.07s,-3.9055746,231.828,2.129,-2.091,14.855,0.114,-0.114,11.571,0.023,-0.023,14.3403,0.000425,-0.000425,12/12/2017,2015-08,7/16/2015
K2-4 b,K2-4,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,10.00617969,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4120,122,-122,0,0.684348,,,0,0.64,,,0,,,,,,4.57369,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h38m58.93s,174.7455392,-03d54m20.07s,-3.9055746,231.828,2.129,-2.091,14.855,0.114,-0.114,11.571,0.023,-0.023,14.3403,0.000425,-0.000425,12/21/2016,2016-10,12/21/2016
K2-4 b,K2-4,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,10.0044,0.0011,-0.0011,0,0.0715,0.0035,-0.0035,0,1.69,0.3,-0.3,0,0.1507717,0.02676421,-0.02676421,0,,,,,,,,,,,,,,8.9,2.7,-2.7,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4044,81,-81,0,0.435,0.06,-0.06,0,0.487,0.072,-0.072,0,,,,,,4.849,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h38m58.93s,174.7455392,-03d54m20.07s,-3.9055746,231.828,2.129,-2.091,14.855,0.114,-0.114,11.571,0.023,-0.023,14.3403,0.000425,-0.000425,12/12/2017,2016-09,7/18/2016
K2-4 b,K2-4,1,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,10.003417,0.001017,-0.000996,0,0.078,0.003,-0.003,0,2.1,0.2,-0.19,0,0.18734945,0.0178428,-0.01695066,0,,,,,,,,,,0.08,0.161192,-0.068641,0,15.6,9.2,-6.2,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4014.73,173.12,-154.57,0,0.569359,0.049,-0.047474,0,0.635026,0.063503,-0.063503,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h38m58.93s,174.7455392,-03d54m20.07s,-3.9055746,231.828,2.129,-2.091,14.855,0.114,-0.114,11.571,0.023,-0.023,14.3403,0.000425,-0.000425,12/12/2017,2017-11,10/26/2017
K2-400 b,K2-400,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,3.865053,0.000186,-0.000182,0,,,,,1.163,0.051,-0.049,0,0.10375609,0.00454992,-0.00437149,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,3578,138,-138,0,0.382,0.012,-0.012,0,0.374,0.009,-0.009,0,-0.051,0.235,-0.235,0,[Fe/H],4.847,0.028,-0.028,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m02.65s,154.5110307,+03d41m48.94s,3.6969271,62.3804,0.2344,-0.2327,15.108,0.067,-0.067,10.405,0.024,-0.024,13.9899,0.00049,-0.00049,3/16/2022,2022-03,3/16/2022
K2-400 b,K2-400,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.865053,0.000186,-0.000182,0,,,,,1.163,0.051,-0.049,0,0.10375609,0.00454992,-0.00437149,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M3,3578,138,-138,0,0.382,0.012,-0.012,0,0.374,0.009,-0.009,0,-0.051,0.235,-0.235,0,[Fe/H],4.847,0.028,-0.028,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m02.65s,154.5110307,+03d41m48.94s,3.6969271,62.3804,0.2344,-0.2327,15.108,0.067,-0.067,10.405,0.024,-0.024,13.9899,0.00049,-0.00049,11/19/2021,2021-12,11/19/2021
K2-401 b,K2-401,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6.293099,0.000571,-0.000707,0,,,,,2.262,0.209,-0.192,0,0.20180247,0.01864576,-0.01712912,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,4213,138,-138,0,0.675,0.051,-0.046,0,0.87,0.395,-0.269,0,-0.098,0.235,-0.235,0,[Fe/H],4.719,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h19m57.02s,154.987604,+03d57m17.38s,3.9548275,200.727,1.54,-1.517,14.014,0.08,-0.08,11.106,0.021,-0.021,13.6941,0.000383,-0.000383,11/19/2021,2021-12,11/19/2021
K2-401 b,K2-401,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,6.293099,0.000571,-0.000707,0,,,,,2.262,0.209,-0.192,0,0.20180247,0.01864576,-0.01712912,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4213,138,-138,0,0.675,0.051,-0.046,0,0.87,0.395,-0.269,0,-0.098,0.235,-0.235,0,[Fe/H],4.719,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h19m57.02s,154.987604,+03d57m17.38s,3.9548275,200.727,1.54,-1.517,14.014,0.08,-0.08,11.106,0.021,-0.021,13.6941,0.000383,-0.000383,3/16/2022,2022-03,3/16/2022
K2-402 b,K2-402,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,17.27474,0.002593,-0.003175,0,,,,,2.678,0.213,-0.195,0,0.23891557,0.01900262,-0.01739676,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5716,138,-138,0,1.28,0.089,-0.082,0,0.944,0.419,-0.29,0,-0.378,0.235,-0.235,0,[Fe/H],4.197,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h45m48.46s,161.451913,+06d25m09.54s,6.419318,523.055,17.949,-16.816,13.032,0.057,-0.057,11.377,0.023,-0.023,12.836,0.000362,-0.000362,3/16/2022,2022-03,3/16/2022
K2-402 b,K2-402,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,17.27474,0.002593,-0.003175,0,,,,,2.678,0.213,-0.195,0,0.23891557,0.01900262,-0.01739676,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5716,138,-138,0,1.28,0.089,-0.082,0,0.944,0.419,-0.29,0,-0.378,0.235,-0.235,0,[Fe/H],4.197,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h45m48.46s,161.451913,+06d25m09.54s,6.419318,523.055,17.949,-16.816,13.032,0.057,-0.057,11.377,0.023,-0.023,12.836,0.000362,-0.000362,11/19/2021,2021-12,11/19/2021
K2-403 b,K2-403,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,33.589979,0.000768,-0.000768,0,,,,,5.333,0.357,-0.387,0,0.47577921,0.03184946,-0.03452589,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5511,138,-138,0,0.886,0.056,-0.052,0,0.784,0.34,-0.241,0,-0.162,0.235,-0.235,0,[Fe/H],4.439,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h56m45.45s,164.1893864,+09d40m26.21s,9.6739464,246.599,2.561,-2.509,12.305,0.046,-0.046,10.581,0.026,-0.026,12.152,0.000271,-0.000271,11/19/2021,2021-12,11/19/2021
K2-403 b,K2-403,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,33.589979,0.000768,-0.000768,0,,,,,5.333,0.357,-0.387,0,0.47577921,0.03184946,-0.03452589,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5511,138,-138,0,0.886,0.056,-0.052,0,0.784,0.34,-0.241,0,-0.162,0.235,-0.235,0,[Fe/H],4.439,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h56m45.45s,164.1893864,+09d40m26.21s,9.6739464,246.599,2.561,-2.509,12.305,0.046,-0.046,10.581,0.026,-0.026,12.152,0.000271,-0.000271,3/16/2022,2022-03,3/16/2022
K2-403 b,K2-403,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,33.5920255,0.0003531,-0.0003531,0,,,,,9.88421,0.974762,-0.974762,0,0.88181167,0.08696259,-0.08696259,0,,,,,,,,,,,,,,134.883,,,0,949,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5468,125.9,-125.9,0,0.91,0.05,-0.05,0,,,,,,,,,,4.5,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h56m45.45s,164.1893864,+09d40m26.21s,9.6739464,246.599,2.561,-2.509,12.305,0.046,-0.046,10.581,0.026,-0.026,12.152,0.000271,-0.000271,2/5/2024,2017-07,2/5/2024
K2-404 b,K2-404,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,13.115365,0.000443,-0.000609,0,,,,,2.53,0.084,-0.083,0,0.22571187,0.00749399,-0.00740478,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M1,3748,138,-138,0,0.552,0.016,-0.016,0,0.552,0.015,-0.015,0,0.005,0.235,-0.235,0,[Fe/H],4.695,0.027,-0.027,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h41m17.99s,160.3249517,+12d11m28.01s,12.1911149,121.63,0.5795,-0.5795,14.622,0.137,-0.137,10.75,0.02,-0.02,13.8429,0.000414,-0.000414,11/19/2021,2021-12,11/19/2021
K2-404 b,K2-404,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,13.115365,0.000443,-0.000609,0,,,,,2.53,0.084,-0.083,0,0.22571187,0.00749399,-0.00740478,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,3748,138,-138,0,0.552,0.016,-0.016,0,0.552,0.015,-0.015,0,0.005,0.235,-0.235,0,[Fe/H],4.695,0.027,-0.027,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h41m17.99s,160.3249517,+12d11m28.01s,12.1911149,121.63,0.5795,-0.5795,14.622,0.137,-0.137,10.75,0.02,-0.02,13.8429,0.000414,-0.000414,3/16/2022,2022-03,3/16/2022
K2-405 b,K2-405,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.4355113,0.0000043,-0.0000043,0,,,,,4.18368,0.28212,-0.28212,0,0.37324357,0.0251691,-0.0251691,0,,,,,,,,,,,,,,146.577,,,0,969,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4870,126.5,-126.5,0,0.8,0.05,-0.05,0,,,,,,,,,,4.53,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m30.24s,164.3759959,+12d32m08.21s,12.535614,197.234,2.081,-2.038,12.816,0.046,-0.046,10.547,0.016,-0.016,12.5911,0.000428,-0.000428,8/9/2022,2017-07,8/9/2022
K2-405 b,K2-405,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,3.435471,0.000036,-0.000031,0,,,,,4.569,0.085,-0.123,0,0.40761958,0.00758321,-0.01097334,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4927,138,-138,0,0.765,0.054,-0.05,0,1.034,0.459,-0.314,0,0.132,0.235,-0.235,0,[Fe/H],4.685,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m30.24s,164.3759959,+12d32m08.21s,12.535614,197.234,2.081,-2.038,12.816,0.046,-0.046,10.547,0.016,-0.016,12.5911,0.000428,-0.000428,3/16/2022,2022-03,3/16/2022
K2-405 b,K2-405,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.435453,0.000037,-0.000037,0,,,,,3.806,0.286,-0.252,0,0.33954916,0.02551525,-0.02248197,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4927,138,-138,0,0.765,0.054,-0.05,0,1.034,0.459,-0.314,0,0.132,0.235,-0.235,0,[Fe/H],4.685,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m30.24s,164.3759959,+12d32m08.21s,12.535614,197.234,2.081,-2.038,12.816,0.046,-0.046,10.547,0.016,-0.016,12.5911,0.000428,-0.000428,11/19/2021,2021-12,11/19/2021
